epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
190,158.233,0.37793,0.44436,0.79611,0.99115,1,0.995,0.90904,0.34938,0.3852,0.81477,9.20991e-05,9.20991e-05,9.20991e-05
191,165.62,0.37404,0.48807,0.77373,0.99115,1,0.995,0.90904,0.34938,0.3852,0.81477,8.50255e-05,8.50255e-05,8.50255e-05
192,166.618,0.39704,0.4857,0.82517,0.99122,1,0.995,0.90778,0.34563,0.38482,0.81539,7.7952e-05,7.7952e-05,7.7952e-05
193,167.419,0.3422,0.45888,0.8032,0.99122,1,0.995,0.90778,0.34563,0.38482,0.81539,7.08784e-05,7.08784e-05,7.08784e-05
194,168.25,0.40177,0.52393,0.79977,0.99122,1,0.995,0.90778,0.34563,0.38482,0.81539,6.38049e-05,6.38049e-05,6.38049e-05
195,169.07,0.38074,0.50005,0.79483,0.99122,1,0.995,0.90778,0.34563,0.38482,0.81539,5.67313e-05,5.67313e-05,5.67313e-05
196,169.9,0.38281,0.47862,0.79371,0.9913,1,0.995,0.90756,0.34692,0.38012,0.81583,4.96578e-05,4.96578e-05,4.96578e-05
197,170.703,0.36327,0.48058,0.77697,0.9913,1,0.995,0.90756,0.34692,0.38012,0.81583,4.25842e-05,4.25842e-05,4.25842e-05
198,171.638,0.366,0.4718,0.81625,0.9913,1,0.995,0.90756,0.34692,0.38012,0.81583,3.55107e-05,3.55107e-05,3.55107e-05
199,172.418,0.37638,0.46773,0.77487,0.9913,1,0.995,0.90756,0.34692,0.38012,0.81583,2.84371e-05,2.84371e-05,2.84371e-05
200,173.255,0.33156,0.45447,0.79929,0.99143,1,0.995,0.91085,0.34791,0.37527,0.81587,2.13636e-05,2.13636e-05,2.13636e-05
